Benchmark,EPS Type,PE Type,EPS Change (%),PE Change (%),Interest Rate Change (bps),Adjusted EPS,Adjusted PE,Adjusted Interest Rate,Implied Index Level,Implied Return (%),Current EPS,Current PE,Current Index Level,Current Interest Rate
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-20.000000000000007,-150,16.2,13.2,2.75,213.83999999999997,-28.000000000000014,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-20.000000000000007,-125,16.2,13.2,3.0,213.83999999999997,-28.000000000000014,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-20.000000000000007,-100,16.2,13.2,3.25,213.83999999999997,-28.000000000000014,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-20.000000000000007,-75,16.2,13.2,3.5,213.83999999999997,-28.000000000000014,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-20.000000000000007,-50,16.2,13.2,3.75,213.83999999999997,-28.000000000000014,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-20.000000000000007,-25,16.2,13.2,4.0,213.83999999999997,-28.000000000000014,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-20.000000000000007,0,16.2,13.2,4.25,213.83999999999997,-28.000000000000014,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-20.000000000000007,25,16.2,13.2,4.5,213.83999999999997,-28.000000000000014,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-20.000000000000007,50,16.2,13.2,4.75,213.83999999999997,-28.000000000000014,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-20.000000000000007,75,16.2,13.2,5.0,213.83999999999997,-28.000000000000014,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-20.000000000000007,100,16.2,13.2,5.25,213.83999999999997,-28.000000000000014,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-20.000000000000007,125,16.2,13.2,5.5,213.83999999999997,-28.000000000000014,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-20.000000000000007,150,16.2,13.2,5.75,213.83999999999997,-28.000000000000014,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-20.000000000000007,175,16.2,13.2,6.0,213.83999999999997,-28.000000000000014,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-20.000000000000007,200,16.2,13.2,6.25,213.83999999999997,-28.000000000000014,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-10.000000000000009,-200,16.2,14.849999999999998,2.25,240.56999999999996,-19.000000000000018,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-10.000000000000009,-175,16.2,14.849999999999998,2.5,240.56999999999996,-19.000000000000018,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-10.000000000000009,-150,16.2,14.849999999999998,2.75,240.56999999999996,-19.000000000000018,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-10.000000000000009,-125,16.2,14.849999999999998,3.0,240.56999999999996,-19.000000000000018,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-10.000000000000009,-100,16.2,14.849999999999998,3.25,240.56999999999996,-19.000000000000018,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-10.000000000000009,-75,16.2,14.849999999999998,3.5,240.56999999999996,-19.000000000000018,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-10.000000000000009,-50,16.2,14.849999999999998,3.75,240.56999999999996,-19.000000000000018,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-10.000000000000009,-25,16.2,14.849999999999998,4.0,240.56999999999996,-19.000000000000018,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-10.000000000000009,0,16.2,14.849999999999998,4.25,240.56999999999996,-19.000000000000018,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-10.000000000000009,25,16.2,14.849999999999998,4.5,240.56999999999996,-19.000000000000018,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-10.000000000000009,50,16.2,14.849999999999998,4.75,240.56999999999996,-19.000000000000018,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-10.000000000000009,75,16.2,14.849999999999998,5.0,240.56999999999996,-19.000000000000018,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-10.000000000000009,100,16.2,14.849999999999998,5.25,240.56999999999996,-19.000000000000018,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-10.000000000000009,125,16.2,14.849999999999998,5.5,240.56999999999996,-19.000000000000018,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-10.000000000000009,150,16.2,14.849999999999998,5.75,240.56999999999996,-19.000000000000018,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-10.000000000000009,175,16.2,14.849999999999998,6.0,240.56999999999996,-19.000000000000018,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-10.000000000000009,200,16.2,14.849999999999998,6.25,240.56999999999996,-19.000000000000018,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-1.1102230246251565e-14,-200,16.2,16.499999999999996,2.25,267.29999999999995,-10.00000000000002,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-1.1102230246251565e-14,-175,16.2,16.499999999999996,2.5,267.29999999999995,-10.00000000000002,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-1.1102230246251565e-14,-150,16.2,16.499999999999996,2.75,267.29999999999995,-10.00000000000002,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-1.1102230246251565e-14,-125,16.2,16.499999999999996,3.0,267.29999999999995,-10.00000000000002,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-1.1102230246251565e-14,-100,16.2,16.499999999999996,3.25,267.29999999999995,-10.00000000000002,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-1.1102230246251565e-14,-75,16.2,16.499999999999996,3.5,267.29999999999995,-10.00000000000002,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-1.1102230246251565e-14,-50,16.2,16.499999999999996,3.75,267.29999999999995,-10.00000000000002,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-1.1102230246251565e-14,-25,16.2,16.499999999999996,4.0,267.29999999999995,-10.00000000000002,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-1.1102230246251565e-14,0,16.2,16.499999999999996,4.25,267.29999999999995,-10.00000000000002,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-1.1102230246251565e-14,25,16.2,16.499999999999996,4.5,267.29999999999995,-10.00000000000002,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-1.1102230246251565e-14,50,16.2,16.499999999999996,4.75,267.29999999999995,-10.00000000000002,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-1.1102230246251565e-14,75,16.2,16.499999999999996,5.0,267.29999999999995,-10.00000000000002,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-1.1102230246251565e-14,100,16.2,16.499999999999996,5.25,267.29999999999995,-10.00000000000002,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-1.1102230246251565e-14,125,16.2,16.499999999999996,5.5,267.29999999999995,-10.00000000000002,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-1.1102230246251565e-14,150,16.2,16.499999999999996,5.75,267.29999999999995,-10.00000000000002,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-1.1102230246251565e-14,175,16.2,16.499999999999996,6.0,267.29999999999995,-10.00000000000002,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,-1.1102230246251565e-14,200,16.2,16.499999999999996,6.25,267.29999999999995,-10.00000000000002,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,9.999999999999986,-200,16.2,18.15,2.25,294.03,-1.000000000000012,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,9.999999999999986,-175,16.2,18.15,2.5,294.03,-1.000000000000012,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,9.999999999999986,-150,16.2,18.15,2.75,294.03,-1.000000000000012,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,9.999999999999986,-125,16.2,18.15,3.0,294.03,-1.000000000000012,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,9.999999999999986,-100,16.2,18.15,3.25,294.03,-1.000000000000012,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,9.999999999999986,-75,16.2,18.15,3.5,294.03,-1.000000000000012,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,9.999999999999986,-50,16.2,18.15,3.75,294.03,-1.000000000000012,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,9.999999999999986,-25,16.2,18.15,4.0,294.03,-1.000000000000012,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,9.999999999999986,0,16.2,18.15,4.25,294.03,-1.000000000000012,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,9.999999999999986,25,16.2,18.15,4.5,294.03,-1.000000000000012,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,9.999999999999986,50,16.2,18.15,4.75,294.03,-1.000000000000012,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,9.999999999999986,75,16.2,18.15,5.0,294.03,-1.000000000000012,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,9.999999999999986,100,16.2,18.15,5.25,294.03,-1.000000000000012,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,9.999999999999986,125,16.2,18.15,5.5,294.03,-1.000000000000012,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,9.999999999999986,150,16.2,18.15,5.75,294.03,-1.000000000000012,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,9.999999999999986,175,16.2,18.15,6.0,294.03,-1.000000000000012,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,9.999999999999986,200,16.2,18.15,6.25,294.03,-1.000000000000012,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,19.999999999999986,-200,16.2,19.799999999999997,2.25,320.75999999999993,7.999999999999985,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,19.999999999999986,-175,16.2,19.799999999999997,2.5,320.75999999999993,7.999999999999985,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,19.999999999999986,-150,16.2,19.799999999999997,2.75,320.75999999999993,7.999999999999985,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,19.999999999999986,-125,16.2,19.799999999999997,3.0,320.75999999999993,7.999999999999985,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,19.999999999999986,-100,16.2,19.799999999999997,3.25,320.75999999999993,7.999999999999985,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,19.999999999999986,-75,16.2,19.799999999999997,3.5,320.75999999999993,7.999999999999985,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,19.999999999999986,-50,16.2,19.799999999999997,3.75,320.75999999999993,7.999999999999985,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,19.999999999999986,-25,16.2,19.799999999999997,4.0,320.75999999999993,7.999999999999985,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,19.999999999999986,0,16.2,19.799999999999997,4.25,320.75999999999993,7.999999999999985,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,19.999999999999986,25,16.2,19.799999999999997,4.5,320.75999999999993,7.999999999999985,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,19.999999999999986,50,16.2,19.799999999999997,4.75,320.75999999999993,7.999999999999985,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,19.999999999999986,75,16.2,19.799999999999997,5.0,320.75999999999993,7.999999999999985,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,19.999999999999986,100,16.2,19.799999999999997,5.25,320.75999999999993,7.999999999999985,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,19.999999999999986,125,16.2,19.799999999999997,5.5,320.75999999999993,7.999999999999985,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,19.999999999999986,150,16.2,19.799999999999997,5.75,320.75999999999993,7.999999999999985,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,19.999999999999986,175,16.2,19.799999999999997,6.0,320.75999999999993,7.999999999999985,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,19.999999999999986,200,16.2,19.799999999999997,6.25,320.75999999999993,7.999999999999985,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,29.999999999999982,-200,16.2,21.449999999999996,2.25,347.4899999999999,16.99999999999997,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,29.999999999999982,-175,16.2,21.449999999999996,2.5,347.4899999999999,16.99999999999997,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,29.999999999999982,-150,16.2,21.449999999999996,2.75,347.4899999999999,16.99999999999997,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,29.999999999999982,-125,16.2,21.449999999999996,3.0,347.4899999999999,16.99999999999997,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,29.999999999999982,-100,16.2,21.449999999999996,3.25,347.4899999999999,16.99999999999997,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,29.999999999999982,-75,16.2,21.449999999999996,3.5,347.4899999999999,16.99999999999997,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,29.999999999999982,-50,16.2,21.449999999999996,3.75,347.4899999999999,16.99999999999997,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,29.999999999999982,-25,16.2,21.449999999999996,4.0,347.4899999999999,16.99999999999997,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,29.999999999999982,0,16.2,21.449999999999996,4.25,347.4899999999999,16.99999999999997,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,29.999999999999982,25,16.2,21.449999999999996,4.5,347.4899999999999,16.99999999999997,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,29.999999999999982,50,16.2,21.449999999999996,4.75,347.4899999999999,16.99999999999997,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,29.999999999999982,75,16.2,21.449999999999996,5.0,347.4899999999999,16.99999999999997,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,29.999999999999982,100,16.2,21.449999999999996,5.25,347.4899999999999,16.99999999999997,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,29.999999999999982,125,16.2,21.449999999999996,5.5,347.4899999999999,16.99999999999997,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,29.999999999999982,150,16.2,21.449999999999996,5.75,347.4899999999999,16.99999999999997,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,29.999999999999982,175,16.2,21.449999999999996,6.0,347.4899999999999,16.99999999999997,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,29.999999999999982,200,16.2,21.449999999999996,6.25,347.4899999999999,16.99999999999997,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,39.99999999999998,-200,16.2,23.099999999999998,2.25,374.21999999999997,26.0,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,39.99999999999998,-175,16.2,23.099999999999998,2.5,374.21999999999997,26.0,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,39.99999999999998,-150,16.2,23.099999999999998,2.75,374.21999999999997,26.0,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,39.99999999999998,-125,16.2,23.099999999999998,3.0,374.21999999999997,26.0,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,39.99999999999998,-100,16.2,23.099999999999998,3.25,374.21999999999997,26.0,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,39.99999999999998,-75,16.2,23.099999999999998,3.5,374.21999999999997,26.0,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,39.99999999999998,-50,16.2,23.099999999999998,3.75,374.21999999999997,26.0,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,39.99999999999998,-25,16.2,23.099999999999998,4.0,374.21999999999997,26.0,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,39.99999999999998,0,16.2,23.099999999999998,4.25,374.21999999999997,26.0,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,39.99999999999998,25,16.2,23.099999999999998,4.5,374.21999999999997,26.0,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,39.99999999999998,50,16.2,23.099999999999998,4.75,374.21999999999997,26.0,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,39.99999999999998,75,16.2,23.099999999999998,5.0,374.21999999999997,26.0,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,39.99999999999998,100,16.2,23.099999999999998,5.25,374.21999999999997,26.0,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,39.99999999999998,125,16.2,23.099999999999998,5.5,374.21999999999997,26.0,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,39.99999999999998,150,16.2,23.099999999999998,5.75,374.21999999999997,26.0,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,39.99999999999998,175,16.2,23.099999999999998,6.0,374.21999999999997,26.0,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,39.99999999999998,200,16.2,23.099999999999998,6.25,374.21999999999997,26.0,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,49.99999999999998,-200,16.2,24.749999999999996,2.25,400.94999999999993,34.999999999999986,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,49.99999999999998,-175,16.2,24.749999999999996,2.5,400.94999999999993,34.999999999999986,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,49.99999999999998,-150,16.2,24.749999999999996,2.75,400.94999999999993,34.999999999999986,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,49.99999999999998,-125,16.2,24.749999999999996,3.0,400.94999999999993,34.999999999999986,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,49.99999999999998,-100,16.2,24.749999999999996,3.25,400.94999999999993,34.999999999999986,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,49.99999999999998,-75,16.2,24.749999999999996,3.5,400.94999999999993,34.999999999999986,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,49.99999999999998,-50,16.2,24.749999999999996,3.75,400.94999999999993,34.999999999999986,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,49.99999999999998,-25,16.2,24.749999999999996,4.0,400.94999999999993,34.999999999999986,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,49.99999999999998,0,16.2,24.749999999999996,4.25,400.94999999999993,34.999999999999986,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,49.99999999999998,25,16.2,24.749999999999996,4.5,400.94999999999993,34.999999999999986,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,49.99999999999998,50,16.2,24.749999999999996,4.75,400.94999999999993,34.999999999999986,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,49.99999999999998,75,16.2,24.749999999999996,5.0,400.94999999999993,34.999999999999986,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,49.99999999999998,100,16.2,24.749999999999996,5.25,400.94999999999993,34.999999999999986,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,49.99999999999998,125,16.2,24.749999999999996,5.5,400.94999999999993,34.999999999999986,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,49.99999999999998,150,16.2,24.749999999999996,5.75,400.94999999999993,34.999999999999986,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,49.99999999999998,175,16.2,24.749999999999996,6.0,400.94999999999993,34.999999999999986,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-10.000000000000009,49.99999999999998,200,16.2,24.749999999999996,6.25,400.94999999999993,34.999999999999986,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-1.1102230246251565e-14,-50.0,-200,17.999999999999996,8.25,2.25,148.49999999999997,-50.000000000000014,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-1.1102230246251565e-14,-50.0,-175,17.999999999999996,8.25,2.5,148.49999999999997,-50.000000000000014,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-1.1102230246251565e-14,-50.0,-150,17.999999999999996,8.25,2.75,148.49999999999997,-50.000000000000014,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-1.1102230246251565e-14,-50.0,-125,17.999999999999996,8.25,3.0,148.49999999999997,-50.000000000000014,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-1.1102230246251565e-14,-50.0,-100,17.999999999999996,8.25,3.25,148.49999999999997,-50.000000000000014,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-1.1102230246251565e-14,-50.0,-75,17.999999999999996,8.25,3.5,148.49999999999997,-50.000000000000014,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-1.1102230246251565e-14,-50.0,-50,17.999999999999996,8.25,3.75,148.49999999999997,-50.000000000000014,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-1.1102230246251565e-14,-50.0,-25,17.999999999999996,8.25,4.0,148.49999999999997,-50.000000000000014,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-1.1102230246251565e-14,-50.0,0,17.999999999999996,8.25,4.25,148.49999999999997,-50.000000000000014,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-1.1102230246251565e-14,-50.0,25,17.999999999999996,8.25,4.5,148.49999999999997,-50.000000000000014,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-1.1102230246251565e-14,-50.0,50,17.999999999999996,8.25,4.75,148.49999999999997,-50.000000000000014,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-1.1102230246251565e-14,-50.0,75,17.999999999999996,8.25,5.0,148.49999999999997,-50.000000000000014,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-1.1102230246251565e-14,-50.0,100,17.999999999999996,8.25,5.25,148.49999999999997,-50.000000000000014,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-1.1102230246251565e-14,-50.0,125,17.999999999999996,8.25,5.5,148.49999999999997,-50.000000000000014,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-1.1102230246251565e-14,-50.0,150,17.999999999999996,8.25,5.75,148.49999999999997,-50.000000000000014,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-1.1102230246251565e-14,-50.0,175,17.999999999999996,8.25,6.0,148.49999999999997,-50.000000000000014,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-1.1102230246251565e-14,-50.0,200,17.999999999999996,8.25,6.25,148.49999999999997,-50.000000000000014,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-1.1102230246251565e-14,-40.0,-200,17.999999999999996,9.9,2.25,178.19999999999996,-40.000000000000014,18.0,16.5,297.0,4.25
FTSE All‑World,fwd_1y,fwd_1y,-1.1102230246251565e-14,-40.0,-175,17.999999999999996,9.9,2.5,178.19999999999996,-40.000000000000014,18.0,16.5,297.0,4.25
